0.0.1,0.0.2,0.0.3,0.0.5,0.8.0,1.0.0,10.0.0,11.0.0,12.0.0,13.0.0,14.0.0,15.0.0,16.0.0,17.0.0,18.0.0,2.0.0,3.0.0,4.0.0,5.0.0,6.0.0,7.0.0,8.0.0,9.0.0,abstract,accessRequestCost,accessRequestDuration,accessRights,ageBand,aliases,author,citations,conformsTo,contactPoint,controlledVocabulary,creator,dataClassesCount,dataController,dataElementsCount,dataProcessor,dataType,datasetEndDate,datasetStartDate,derivedDatasets,description,doi,domainType,editable,fileSize,finalised,format,geographicCoverage,group,id,identifier,issued,jurisdiction,keywords,label,language,lastUpdated,latest,license,linkedDataset,maxMultiplicity,minMultiplicity,modified,name,organisation,periodicity,physicalSampleAvailability,pid,populationType,publisher,releaseDate,statisticalPopulation,title,type,url,version
76f21f87-e75d-45b3-b61a-6eb802d05ed8,,,,,4cfcd650-bd9b-4484-bed5-b3a997832b22,,,,,,,,,,653feb65-b97e-4e84-9962-e0ae8b785ab6,1da704e3-f5ee-4614-8880-10541637a0b7,,,,,,,"The dataset information on the types, timing, processes and outcomes of care provided to patients undergoing percutaneous coronary intervention procedures (including stents and angioplasties).",,,"https://www.hqip.org.uk/national-programmes/accessing-ncapop-data
https://www.nicor.org.uk/for-researchers/data-sharing-application-process/",,,,,,DataSharing@hqip.org.uk,,,0,,,,,,,,"The dataset contains continuously ascertained record-level information on the types, timing, processes and outcomes of care provided to patients undergoing percutaneous coronary intervention procedures (including stents and angioplasties) performed all NHS hospitals and the majority of private hospitals in the UK.",,DataModel,False,,True,,,National Clinical Audit and Patient Outcomes Programme (NCAPOP),1da704e3-f5ee-4614-8880-10541637a0b7,NCAP - PCI clinical dataset,2020-01-13T14:54:29Z,GB-GBN,"Audit, NCAP, Cardiac, PCI, Percutaneous, Coronary, Interventions",National Cardiac Audit Programme - National Audit of Percutaneous Coronary Interventions (PCI),en,,1da704e3-f5ee-4614-8880-10541637a0b7,,,,,2020-04-28T15:20:50Z,,,,,ac7016ce-f7a9-4c71-bebb-6af6efa27844,,ALLIANCE > HQIP,,,National Cardiac Audit Programme - National Audit of Percutaneous Coronary Interventions (PCI),Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
f4cba0b5-5d50-4f5f-a396-6bccf7c87393,,,,,b2124786-9658-40cc-b5a3-6624885ce490,,,,,,,,,,1db7ce43-0dc3-4fa9-8bc8-14db16aba508,,,,,,,,Longitudinal postcode and Scottish Deprivation data.From 1995 - 2017.,,OTHER,https://www.dundee.ac.uk/hic/governanceapprovalsupport/,,,,,,hicsupport@dundee.ac.uk,,,0,,,,,,,,,,DataModel,False,,True,,,University of Dundee Health Informatics Centre,1db7ce43-0dc3-4fa9-8bc8-14db16aba508,Postco_Patient_SIMD,2020-06-03T12:57:18Z,,Scotland,Patient SIMD Postcode,,,1db7ce43-0dc3-4fa9-8bc8-14db16aba508,,,,,2021-01-28T17:50:45Z,,,,,798567eb-d790-466e-880b-75a1e94ffdf2,,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,,,Patient SIMD Postcode,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,2.0.0
c00776a4-87e2-4880-96bd-e7e6e75fddfb,,,,,7d501f79-5d1f-4104-a5b7-d46a97fcde5f,,,,,,,,,,1e465797-5e54-4667-9120-d373e75be64f,,,,,,,,SCR is a specialist clinical system used on St Barts site. System developed by the NHS for recording cancer patient pathways and tracking patients’ care across multiple organisations.,,OTHER,"Available locally within Trust corporate Data Warehouse System and authorised access by Trust staff only.
However as the system is centrally hosted, the data may also be available directly from the OpenExeter team.",,,,,,surjeet.janjuha@nhs.net,,,0,,,,,,,,,,DataModel,False,,True,,,N/A,1e465797-5e54-4667-9120-d373e75be64f,SCR,2020-01-13T16:54:43Z,,,Somerset Cancer Registry,,,1e465797-5e54-4667-9120-d373e75be64f,,,,,2021-02-21T15:18:37Z,,,,,3ec5f1c4-95c0-4b1d-899b-399cec32ad49,,ALLIANCE > BARTS HEALTH,,,Somerset Cancer Registry,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,2.0.0
9d3170cc-ca3c-4688-9bc4-271f75db48c7,,,,,9401ac82-85dc-4dd0-92de-207955e87469,,,,,,,,,,f1a85970-bddc-499b-92e9-783706c60995,7432e08e-354a-40a8-a7d4-029f37e1d979,1fcbb814-10e0-43b7-b383-b5c818090ac8,,,,,,SNP chip data can be used to impute many of the (non-rare) SNPs not included on the chips.  The NIHR BioResource is using a modified version of the UK Biobank protocol to improve the options for recall.,https://bioresource.nihr.ac.uk/using-our-bioresource/industry-researchers/industry-bioresource-usage-costs/,2-6 MONTHS,https://bioresource.nihr.ac.uk/using-our-bioresource,18-85,,,Publications (with DOIs) are listed at https://bioresource.nihr.ac.uk/publications/,LOCAL,nbr@bioresource.nihr.ac.uk,OTHER,"NIHR BioResource. Acknowledgement text: ""We thank NIHR BioResource volunteers for their participation, and gratefully acknowledge NIHR BioResource centres, NHS Trusts and staff for their contribution. We thank the National Institute for Health Research, NHS Blood and Transplant, and Health Data Research UK as part of the Digital Innovation Hub Programme. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health and Social Care.""",0,Cambridge University Hospitals NHS Foundation Trust (CUH),,"Data processors are NIHR BioResource staff, others with Letters of Access to CUH and approved members of staff at the data centre (AIMES, https://aimes.uk/)",,,2019-07-15,Not Available,"The NIHR Bioresource consists of several groups of participants: ~70k from the general population and blood donors (COMPARE, INTERVAL and STRIDES studies); ~19k with one of ~50 rare diseases (RD) including a ~5k pilot for GEL; ~30k with Inflammatory Bowel Disease (IBD) which include the members of the HDR UK IBD Hub; and ~20k with Anxiety or depression (GLAD study). It intends to extend recruitment in all areas, and to other rare and common disease groups, with a target of ~300k by 2022.  SNP chip data can be used to impute many of the (non-rare) SNPs not included on the chips.  The NIHR BioResource is using a modified version of the UK Biobank protocol to improve the options for recall.",,DataModel,False,,True,"text/plink,text/vcf",United Kingdom (https://www.geonames.org/2635167/united-kingdom.html),Not Applicable,1fcbb814-10e0-43b7-b383-b5c818090ac8,SNPimputation,2020-01-13T15:06:27Z,GB-GBN,"SNP,Imputation",NIHR BioResource: SNP imputation data,en,,1fcbb814-10e0-43b7-b383-b5c818090ac8,,"ALL,COVID-19 SARI-Watch (formerly CHESS),Civil Registration - Deaths,Covid-19 Second Generation Surveillance System,Emergency Care Data Set (ECDS),Hospital Episode Statistics Accident and Emergency,Hospital Episode Statistics Admitted Patient Care,Hospital Episode Statistics Critical Care,Hospital Episode Statistics Outpatients,Intensive Care National Audit & Research Centre (ICNARC) Case Mix Programme (https://www.icnarc.org/Our-Audit/Audits/Cmp/About)",,,2021-02-21T18:45:28Z,,,QUARTERLY,"DNA,PLASMA,SERUM",39d7ad29-be30-4e12-a7c8-d8757141de85,,ALLIANCE > NIHR BIORESOURCE,2021-03-31T00:00:00Z,,NIHR BioResource: SNP imputation data,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,4.0.0
13045a5b-3f9f-43c4-9509-d8a2ae7ea5f4,,,,,3f586f92-ed61-4d75-9593-865f7aeba7ec,,,,,,,,,,511c1eb5-904e-442d-992c-db3bb2ec1a86,bb9b1a6b-e8e3-410e-85cc-61bde7a9bc7b,75c41a64-9c78-4a26-a34d-4bef2d11d506,1a4708e5-14d3-4177-b4ef-35f71e72a16c,d99dd234-0fed-4731-99fe-82a567187854,4fdc745e-2c55-4c10-8742-58ced774b52c,2057a9e3-b491-4d8f-874c-9857d00116b0,,The database contains all inpatient and day case activity undertaken in NHS Wales plus data on Welsh residents treated in English Trusts.,"Data provision is free from SAIL. Overall project costing depends on the number of people that require access to the SAIL Gateway, the activities that SAIL needs to complete (e.g. loading non-standard datasets), data refreshes, analytical work required, disclosure control process, and special case technological requirements.",2-6 MONTHS,https://saildatabank.com/application-process/,0-150,,,"Hunt, L.P. et al. (2013)90-day mortality after 409?096 total hip replacements for osteoarthritis, from the National Joint Registry for England and Wales: a retrospective analysis, The Lancet, 382:9898, 1097-1104, https://doi.org/10.1016/S0140-6736(13)61749-3",LOCAL,SAILDatabank@swansea.ac.uk,"LOCAL,OPCS4,NHS NATIONAL CODES,NHS WALES NATIONAL CODES,ICD10",NHS Wales’ Informatics Service (NWIS),5,SAIL Databank,6,SAIL Databank,bigint,2020-05-28,1995-04-01,Not Available,"An encrypted unique identifier for each person spell for an individual, which may include spells under one or more organisations.",In Progress,DataModel,False,"Will vary significantly depending on linked datasets, release version,  variable selection etc",True,SQL database table,Wales,No Group,8a632c21-e532-4fb9-ac27-222b7afa78ae,PEDW,2020-01-13T14:47:29Z,GB-WLS,"PEDW,SAIL,NCS",Patient Episode Dataset for Wales,en,,2057a9e3-b491-4d8f-874c-9857d00116b0,"Background Intellectual property introduced by either party shall remain the property of the introducing party. The parties agree that any improvements or modifications to the introducing party’s intellectual property are non-severable and shall remain the introducing party’s property. Intellectual property contained within the SAIL databank whether wholly or partially (SAIL IP) shall be owned by Swansea University and a non-exclusive royalty free licence is granted to the Customer to use SAIL IP to undertake the project.
Data within the SAIL databank remains the IP of Swansea University whilst IP in the interrogated data is the property of the Customer.",Yes. To any SAIL dataset & reference data.,,,2020-12-16T18:41:50Z,person_spell_num_e,,MONTHLY,NOT AVAILABLE,4c33a5d2-164c-41d7-9797-dc2b008cc852,"Admitted patient care record for NHS patients who have had daycase or inpatient admission. Approx. 950,000 hospital admissions per year.",ALLIANCE > SAIL,2019-07-15T00:00:00Z,950000,Patient Episode Dataset for Wales,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,8.0.0
48ac3820-dcee-43b6-b94e-e16818662677,,,,,b94ef723-6810-4c1c-9b8b-c5ff871d6a7b,,,,,,,,,,6959639d-5bd2-4b53-918e-8f56784b2870,208f79dc-2294-4370-8f16-0d0f7bec9d10,,,,,,,The Moorfields Eye Hospital Imaging and Ocular Phenotype Bio resource is a longitudinal eye imaging dataset from routinely collected data from MEH patients from 2004 to date.  This dataset of > 10m images include a variety of high quality imaging types.,https://www.insight.hdrhub.org/contact,2-6 MONTHS,https://www.insight.hdrhub.org/researcher-area,0-120,,,TBC,"NHS DATA DICTIONARY,OTHER",enquiries@insight.hdrhub.org,OTHER,INSIGHT Health Data Hub,1,Moorfields Eye Hospital,25,Google,String,,2004-03-01,Not Applicable,Description of the region of the eye examined,https://web.www.healthdatagateway.org/dataset/6bfe44ef-9532-4986-b8a2-9c2cda4a89cc,DataModel,False,500MB,True,"CSV,Image",United Kingdom,NOT APPLICABLE,0c21d1a5-7697-4c5b-8abd-f8e002f1f9fd,MEHEIDR001,2020-01-13T15:27:27Z,GB-GBN,"Moorfields Eye Hospital,Bilateral,Diabetic retinopathy,Right,Lucentis,IVT,Treatment,Injections,VA,DR,NHS,IOP,Visual Acuity,Test,Lens,AMD,DME,Laterality,Ophthalmology,Diagnosis,Age-related macular degeneration,Cataracts,Series,DMO,Eyes,Left,Diabetes,Wet AMD,Refraction,Genetics,Dry AMD,Diabetic macular oedema,Glaucoma,Exam,Laser,Protocol,Topcon,Heidelberg,Eyela,Image,Scan",Moorfields Eye Image Dataset Release 001,en,,208f79dc-2294-4370-8f16-0d0f7bec9d10,In Progress,Not Applicable,,,2021-02-26T14:45:05Z,fixation,,CONTINUOUS,OTHER,6bfe44ef-9532-4986-b8a2-9c2cda4a89cc,8 million images,HUB > INSIGHT,2020-01-01T00:00:00Z,2300000,Moorfields Eye Image Dataset Release 001,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
,,,,,,,,,,,,,,,,,,,,,,,A de-identified 'live' data resource sourced from the electronic health records of SLaM - a mental health Trust providing services to four south London boroughs,Subject to negotiation,Subject to negotiation,http://www.maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris,All ages,,,"https://bmcpsychiatry.biomedcentral.com/articles/10.1186/1471-244X-9-51, https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/1472-6947-13-71, https://bmjopen.bmj.com/content/4/12/e005654, https://bmjopen.bmj.com/content/6/3/e008721",Locally negotiated standard,cris.administrator@slam.nhs.uk,ICD 10 Codes,CRIS is funded by the National Institute for Health Research (NIHR) Biomedical Research Centre at South London and Maudsley NHS Foundation Trust and King's College London,0,SLaM,,SLaM,,Live,SLaM's electronic health record was implemented across all its services during 2006; earlier legacy data were imported and are accessible via CRIS,Extracts for specific research projects available,"CRIS provides researcher access to a live de-identified copy of SLaM's electronic health record, currently representing over 400,000 mental health service users. Structured and text fields are represented, the latter enhanced through a range of natural language processing algorithms. CRIS has also been linked to a range of external data resources, listed on http://www.maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris. CRIS data are held within SLaM's firewall and are used within a patient-led governance framework with Caldicott and Research Ethics approval.",N/A,DataModel,False,N/A,True,Any,"SLaM provides comprehensive services to four south London boroughs (Croydon, Lambeth, Lewisham, Southwark) as well as specific national specialist services",NIHR HIC,21cd4b8e-f4f5-44a6-83eb-b7799e98ba55,CRIS at the Maudsley,2020-11-29T23:03:54Z,826,NIHR HIC Mental Health,South London and Maudsley NHS Foundation Trust (SLaM) Clinical Record Interactive Search (CRIS) platform,English (UK),,21cd4b8e-f4f5-44a6-83eb-b7799e98ba55,NIHR HIC Data Sharing Framework 2019,"ONS mortality, HES, National Cancer Register, National Pupil Database, Lambeth DataNet (local primary care), local acute care databases (including Badger Maternity and Neonatal data), Me and My School, DWP extract, individual Census data (at ONS)",,,2020-11-29T23:03:54Z,,,Updated at least weekly,"Linkages have been made with some local, separately administered bioresources",a25a9892-9141-4e78-8415-945ba73da11e,Patients receiving mental healthcare,ALLIANCE > SLaM,Updated at least weekly,"Over 400,000 patients",South London and Maudsley NHS Foundation Trust (SLaM) Clinical Record Interactive Search (CRIS) platform,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,1.0.0
e8f32cbb-1469-4862-8e02-6ee6673006b7,,,,,3680c0a9-f797-40b8-a71f-bd03b56b9117,,,,,,,,,,01728d51-19eb-4527-8add-6b660cb557cc,5cffe432-21f9-44ba-b0fc-a6200115c21c,22173c55-25db-4616-97d8-04fdb6899387,,,,,,There are two types of data submitted to the A&E DataMart: episode and aggregate level data. All hospitals with Emergency Departments submit episode level data containing a detailed record for each patient attendance.,Research Projects - https://www.isdscotland.org/Products-and-Services/eDRIS/FAQ-eDRIS/index.asp#a4 ; Information Request Service - https://www.isdscotland.org/About-ISD/Information-Requests/,VARIABLE,https://www.informationgovernance.scot.nhs.uk/pbpphsc/https://www.isdscotland.org/About-ISD/Information-Requests/https://www.isdscotland.org/Products-and-Services/eDRIS/,0-150,,,,NHS SCOTLAND DATA DICTIONARY,phs.edris@phs.scot,NHS SCOTLAND NATIONAL CODES,"National Services Scotland
Public Health Scotland",3,Public Health Scotland,6,National Services Scotland,1 to 4 digits,,2014-04-01,,"A number identifying the sequence of submission from a single location.  The submission number must be incremented each time a new file is submitted, even when a file is resubmitted.",,DataModel,False,,True,text/csv,https://www.geonames.org/2638360/scotland.html,Unscheduled Care,44daa76e-42e0-4f73-aab5-382551ea4595,Scotland Accident and Emergency,2020-01-10T22:06:56Z,GB,"NHS Scotland,A&E,NCS",Scotland Accident and Emergency,en,,22173c55-25db-4616-97d8-04fdb6899387,https://www.informationgovernance.scot.nhs.uk/pbpphsc/home/for-applicants/,"Data from A&E DataMart is routinely linked to the Unscheduled Care Datamart (UCD) which also links data from NHS24,SAS,GP OOH,Emergency Hospital Admissions etc.",,,2021-01-27T14:32:57Z,Submission,,MONTHLY,NOT AVAILABLE,05e6752e-3a0b-4809-aa14-207b4761ef60,All Emergency Departments and departments that provide Accident and Emergency (A&E) services in Scotland.,ALLIANCE > PUBLIC HEALTH SCOTLAND,2020-09-01T00:00:00Z,1000000,Scotland Accident and Emergency,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,4.0.0
9a55597c-cdda-4d3e-8508-b29470faf1dd,,,,,29667e9a-122f-443b-a357-80f9557553bf,,,,,,,,,,ee5f4405-6930-4a7b-ba00-85a8e8c8a8b9,22739526-317f-4b0e-a23b-ece0c859958f,,,,,,,Collection of samples and data across the following diseases: Fit and well.,Not specified,PLEASE CONTACT THE PUBLISHER USING CONTACT POINT DETAILS PROVIDED.,Please contact the publisher using Contact Point details provided.,40-150,,,Not Available,,accessQTL@ed.ac.uk,,In Progress,0,University of Edinburgh,,Not Applicable,,,2002-01-01,Not Available,"The QTL (Quantitative Trait Locus) programme is based at the MRC Human Genetics Unit in the University of Edinburgh. The research programme uses the unique population structures in our Scottish and Croatian cohorts to deliver biological understanding of the causes of variation in complex traits. Together, the ORCADES and VIKING biobanks contain 4,000 samples from volunteers with ancestry from the Northern Isles of Scotland, www.ed.ac.uk/viking. Collectively, the CROATIA cohorts contain 6,000 participants. All of these biobanks were constructed from people with high kinship and extensive pedigree structures. They were collected together with detailed phenotype data, some of which is longitudinal. Plasma, serum, urine and DNA samples, as well as detailed genomic, proteomic and metabolomics data can be made available for collaborative research.",Not Available,DataModel,False,In Progress,True,In Progress,Scotland,UKCRC Tissue Directory and Coordination Centre,22739526-317f-4b0e-a23b-ece0c859958f,GBR-1-65,2020-01-13T17:16:37Z,GB-SCT,"QTL Programme,UKCRC Tissue Directory,MRC HGU,Fit and well,Quantitative Trait Locus",QTL Programme at MRC HGU,en,,22739526-317f-4b0e-a23b-ece0c859958f,Please contact the publisher using Contact Point details provided.,Not Available,,,2021-02-21T16:11:15Z,,,IN PROGRESS,"DNA,PLASMA,SERUM,URINE,WHOLE BLOOD",351cc017-caff-4303-8a48-1aa1b90fce2b,Biobank samples and data,ALLIANCE > TISSUE DIRECTORY,2018-11-02T00:00:00Z,,QTL Programme at MRC HGU,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
975a13d7-fff4-486a-91b0-0e2f2792c3b3,,,,,cde56eb2-7c71-4b5a-8d24-d5f9b13ffd4f,,,,,,,,,,89ae7d31-d183-4f5e-b754-7ae14449da76,227fe0ea-d76e-4c14-a33e-ca255380937d,,,,,,,"Samples & data for  following disorders: Astrocytoma of brain ,Ependymoma , Germinoma (morphologic abnormality),Glioma ,Hepatoblastoma ,Hodgkin's disease ,Langerhans cell histiocytosis ,Medulloblastoma Nephroblastoma and others.
Full list in Description…",Not specified,PLEASE CONTACT THE PUBLISHER USING CONTACT POINT DETAILS PROVIDED,Please contact the publisher using Contact Point details provided,0-12,,,Not Available,,tissuebank@cclg.org.uk,,In Progress,0,University of Leicester,,Not Applicable,,,1998-01-01,Not Available,"National collection of childhood, teenagers and young adults solid tumour samples and lymphomas in the UK.
Samples are centrally stored at the Central Bank, Newcastle University.
We provide access to collection of samples and data across the following diseases: 
•	Astrocytoma of brain (disorder)
•	Ependymoma (disorder)
•	Germinoma (morphologic abnormality)
•	Glioma (disorder)
•	Hepatoblastoma (disorder)
•	Hodgkin's disease (disorder)
•	Langerhans cell histiocytosis (disorder)
•	Medulloblastoma (disorder)
•	Nephroblastoma (disorder)
•	Neuroblastoma (disorder)
•	Osteosarcoma of bone
•	Retinoblastoma (disorder
•	Rhabdomyosarcoma (disorder)",Not Available,DataModel,False,In Progress,True,In Progress,England,UKCRC Tissue Directory and Coordination Centre,227fe0ea-d76e-4c14-a33e-ca255380937d,GBR-1-1,2020-01-13T17:04:34Z,GB-ENG,"Children's Cancer,CCLG,Tissue Bank,UKCRC Tissue Directory,Leukaemia",Children's Cancer and Leukaemia Group (CCLG) Tissue Bank,en,,227fe0ea-d76e-4c14-a33e-ca255380937d,Please contact the publisher using Contact Point details provided,Not Available,,,2021-02-21T15:57:49Z,,,IN PROGRESS,"DNA,TISSUE",c232fa07-5d28-4bdc-b540-1ad8d933c5f9,Biobank samples and data,ALLIANCE > TISSUE DIRECTORY,,,Children's Cancer and Leukaemia Group (CCLG) Tissue Bank,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
e0387ed5-4a91-4dab-a5b9-0f773681b7f0,,,,,c3a49d91-8ded-414e-8ef9-e3bd63f08cd7,,,,,,,,,,e8f23004-f1f7-4a36-859f-25af6ca6433b,22974866-44c7-4176-9c51-6b57a1dda39d,,,,,,,"Samples & data for following diseases: Carcinoma in situ of breast,Malignant lymphoma ,Malignant eye melanoma,Malignant oral cavity tumour,Malignant urinary bladder tumour,Malignant breast tumour and others.
Full list in Description…",Not specified,PLEASE CONTACT THE PUBLISHER USING CONTACT POINT DETAILS PROVIDED,Please contact the publisher using Contact Point details provided,15-150,,,Not Available,,gcplab@liverpool.ac.uk,,In Progress,0,University of Liverpool,,Not Applicable,,,2007-01-01,Not Available,"Combined repository of clinical trial samples for 'future use'.  
Will include samples from clinical trials co-ordinated by the Liverpool Cancer Trials Unit and from studies with Liverpool Principal Investigators. 
We provide access to collection of samples and data across the following diseases: 
•	Carcinoma in situ of breast
•	Malignant lymphoma (disorder)
•	Malignant melanoma of eye (disorder)
•	Malignant tumour of oral cavity (disorder)
•	Malignant tumour of urinary bladder (disorder)
•	Malignant tumour of breast
•	Malignant tumour of pancreas
•	Osteoradionecrosis (disorder)",Not Available,DataModel,False,In Progress,True,In Progress,England,UKCRC Tissue Directory and Coordination Centre,22974866-44c7-4176-9c51-6b57a1dda39d,GBR-1-137,2020-01-13T17:14:19Z,GB-ENG,"Malignant eye melanoma,Malignant oral cavity tumour,Laboratory,UKCRC Tissue Directory,GCP,Malignant breast tumour,Malignant lymphoma,Carcinoma in situ of breast,Malignant urinary bladder tumour,University of Liverpool,Facility",University of Liverpool - GCP Laboratory Facility,en,,22974866-44c7-4176-9c51-6b57a1dda39d,Please contact the publisher using Contact Point details provided,Not Available,,,2021-02-21T16:17:45Z,,,IN PROGRESS,"PERIPHERAL BLOOD CELLS,PLASMA,SERUM,TISSUE,URINE,WHOLE BLOOD",029b7f0f-911e-46ce-837f-031959f067da,Biobank samples and data,ALLIANCE > TISSUE DIRECTORY,,,University of Liverpool - GCP Laboratory Facility,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
43bc7592-bbcc-4521-b3a0-3949e0f44546,,,,,be22a45f-ffc0-41cc-89f6-57f2733672e5,,,,,,,,,,c6dc78fa-1543-4fbf-87d8-a3f48e7de813,22e67d6b-3c86-46bc-8472-97ebe70773fa,,,,,,,COG-UK Consortium has published a dataset which contains over 20K SARS-CoV-2 viral genome sequences available as open access.,0 GBP,2-4 WEEKS,https://www.cogconsortium.uk/data/,0-150,,,Not Available,HTTPS://WWW.COGCONSORTIUM.UK/PROTOCOLS/,contact@cogconsortium.uk,HTTPS://WWW.COGCONSORTIUM.UK/PROTOCOLS/,COG-UK Consortium,1,"Public Health Authorities (ENG, NI, WAL, SCOT)",7,CLIMB,Number,2020-09-30,2020-01-28,Not Available,Episode Week,10.1016/S2666-5247(20)30054-9,DataModel,False,301MB,True,FASTA,UK,No Group,fdd64305-8bc9-432e-8b76-7331becf9835,COG-UK-VIRAL-GENOMES,2020-04-27T17:09:27Z,GB,"COVID-19,genomics,SARS-CoV-2,COG-UK,viral sequence,FASTA,CO-CONNECT",COG-UK Viral Genome Sequences,en,,22e67d6b-3c86-46bc-8472-97ebe70773fa,https://www.cogconsortium.uk/data/,Not Available,,,2021-02-21T15:19:45Z,epi_week,,MONTHLY,NOT AVAILABLE,1fe02b65-7b77-43bf-93c8-4f0743fee672,Patients having COVID-19 genome sequence completed in UK,ALLIANCE > COVID-19 GENOMICS UK,2020-04-27T00:00:00Z,20637,COG-UK Viral Genome Sequences,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
e1c5f0cd-40e3-473d-8051-97ddee1b5ca6,,,,,429234df-98bd-492e-88c5-c497867fdee5,,,,,,,,,,23330792-fe18-4331-a101-b246657a03ae,,,,,,,,"The NJR datasets contain data on patients undergoing primary and revision total joint replacement.  Includes demography, surgical and anaesthetic technique, surgical prostheses used, revision surgery, mortality and PROMS (shoulder surgery).",,,http://www.njrcentre.org.uk/njrcentre/Research/Research-requests,,,,,,njrresearch@hqip.org.uk,,,0,,,,,,,,"The NJR datasets collect continuous, prospective data on patients undergoing primary and revision total joint replacement (hip, knee, shoulder, elbow and ankle). The dataset covers the period 2003 to present and geographical coverage is England, Wales, Northern Ireland (from 2013) and Isle of Man (from 2015). datasets include patient demography, surgical and anaesthetic technique, detailed information on the surgical prostheses used. Outcomes available include revision surgery, mortality and PROMS (shoulder surgery). Linkage to HES and national PROMS is available.",,DataModel,False,,True,,,NJR,23330792-fe18-4331-a101-b246657a03ae,NJR - Revision Knee Replacement dataset,2020-01-13T14:55:21Z,GB-GBN,"NJR, Knee, Revised, Replacement, Joint",National Joint Registry - Revision Knee Replacement dataset,en,,23330792-fe18-4331-a101-b246657a03ae,,,,,2020-04-27T09:25:30Z,,,,,6664317b-39b9-4133-b6c7-ec4bddf78c76,,ALLIANCE > HQIP,,,National Joint Registry - Revision Knee Replacement dataset,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,2.0.0
28af95d7-fbf0-4a78-a280-71711803a529,,,,,7cc39c86-682f-4cb9-a979-19b11876d521,,,,,,,,,,237e724d-03b2-478c-a92d-85a1baa6ae53,,,,,,,,"The FLS-DB is a continuously-ascertained, record-level dataset from England and Wales on the patterns of assessment and treatment for osteoporosis and falls, across primary and secondary care, in patients who have sustained a fragility fracture.",,,"https://www.hqip.org.uk/national-programmes/accessing-ncapop-data
https://www.rcplondon.ac.uk/guidelines-policy/applying-work-falls-and-fragility-fracture-audit-programme-data",,,,,,DataSharing@hqip.org.uk,,,0,,,,,,,,"The FLS-DB is a continuously ascertained, record-level dataset which commenced in January 2016. It contains data from England and Wales on the patterns of assessment and treatment for osteoporosis and falls, across primary and secondary care, in patients who have sustained a fragility fracture.",,DataModel,False,,True,,,National Clinical Audit and Patient Outcomes Programme (NCAPOP),237e724d-03b2-478c-a92d-85a1baa6ae53,FFFAP- FLS clinical dataset,2020-01-13T14:55:17Z,GB-GBN,"Audit, FFFAP, Fall, Fragility, Fracture Liaison Service, Database, Clinical Dataset",Falls and Fragility Fracture Audit Programme Fracture Liaison Service Database clinical dataset,en,,237e724d-03b2-478c-a92d-85a1baa6ae53,,,,,2020-04-27T09:24:46Z,,,,,d94a604c-5733-4f07-93bb-e77b6ea2313f,,ALLIANCE > HQIP,,,Falls and Fragility Fracture Audit Programme Fracture Liaison Service Database clinical dataset,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,2.0.0
